SG_UF,CO_MACRORREGIONAL,NO_MACRORREGIONAL,CO_CIR,NO_CIR_PADRAO,CO_MUNICIPIO_IBGE,NO_MUNICIPIO,POP2021,,obs
CE,2.308,3ª MACRO - CARIRI,23.020,20ª REGIAO CRATO,230920,NOVA OLINDA,15.798,,
CE,2.309,2ª MACRO - SOBRAL,23.015,15ª REGIAO CRATEUS,230930,NOVA RUSSAS,32.487,,
CE,2.309,2ª MACRO - SOBRAL,23.015,15ª REGIAO CRATEUS,230940,NOVO ORIENTE,28.737,,
CE,2.310,1ª MACRO - FORTALEZA,23.022,22ª REGIAO CASCAVEL,230945,OCARA,25.958,,
CE,2.308,3ª MACRO - CARIRI,23.017,17ª REGIAO ICO,230950,OROS,21.342,,
CE,2.310,1ª MACRO - FORTALEZA,23.022,22ª REGIAO CASCAVEL,230960,PACAJUS,74.145,,
CE,2.310,1ª MACRO - FORTALEZA,23.003,3ª REGIAO MARACANAU,230970,PACATUBA,85.647,,
CE,2.310,1ª MACRO - FORTALEZA,23.004,4ª REGIAO BATURITE,230980,PACOTI,12.313,,
CE,2.309,2ª MACRO - SOBRAL,23.011,11ª REGIAO SOBRAL,230990,PACUJA,6.565,,
CE,2.306,5ª MACRO - LITORAL LESTE/JAGUARIBE,23.009,9ª REGIAO RUSSAS,231000,PALHANO,9.458,,
CE,2.310,1ª MACRO - FORTALEZA,23.003,3ª REGIAO MARACANAU,231010,PALMACIA,13.553,,
CE,2.310,1ª MACRO - FORTALEZA,23.002,2ª REGIAO CAUCAIA,231020,PARACURU,35.526,,
CE,2.310,1ª MACRO - FORTALEZA,23.002,2ª REGIAO CAUCAIA,231025,PARAIPABA,33.232,,
CE,2.307,4ª MACRO - SERTAO CENTRAL,23.014,14ª REGIAO TAUA,231030,PARAMBU,31.391,,
CE,2.307,4ª MACRO - SERTAO CENTRAL,23.005,5ª REGIAO CANINDE,231040,PARAMOTI,12.276,,
CE,2.307,4ª MACRO - SERTAO CENTRAL,23.008,8ª REGIAO QUIXADA,231050,PEDRA BRANCA,43.359,,
CE,2.308,3ª MACRO - CARIRI,23.019,19ª REGIAO BREJO SANTO,231060,PENAFORTE,9.207,,
CE,2.310,1ª MACRO - FORTALEZA,23.002,2ª REGIAO CAUCAIA,231070,PENTECOSTE,38.045,,
CE,2.306,5ª MACRO - LITORAL LESTE/JAGUARIBE,23.010,10ª REGIAO LIMOEIRO DO NORTE,231080,PEREIRO,16.356,,
CE,2.310,1ª MACRO - FORTALEZA,23.022,22ª REGIAO CASCAVEL,231085,PINDORETAMA,20.964,,
CE,2.308,3ª MACRO - CARIRI,23.018,18ª REGIAO IGUATU,231090,PIQUET CARNEIRO,17.210,,
CE,2.309,2ª MACRO - SOBRAL,23.011,11ª REGIAO SOBRAL,231095,PIRES FERREIRA,11.052,,
CE,2.309,2ª MACRO - SOBRAL,23.015,15ª REGIAO CRATEUS,231100,PORANGA,12.358,,
CE,2.308,3ª MACRO - CARIRI,23.019,19ª REGIAO BREJO SANTO,231110,PORTEIRAS,14.920,,
CE,2.308,3ª MACRO - CARIRI,23.020,20ª REGIAO CRATO,231120,POTENGI,11.165,,
CE,2.306,5ª MACRO - LITORAL LESTE/JAGUARIBE,23.010,10ª REGIAO LIMOEIRO DO NORTE,231123,POTIRETAMA,6.455,,
CE,2.309,2ª MACRO - SOBRAL,23.015,15ª REGIAO CRATEUS,231126,QUITERIANOPOLIS,21.246,,
CE,2.307,4ª MACRO - SERTAO CENTRAL,23.008,8ª REGIAO QUIXADA,231130,QUIXADA,88.899,,
CE,2.308,3ª MACRO - CARIRI,23.018,18ª REGIAO IGUATU,231135,QUIXELO,16.116,,
CE,2.307,4ª MACRO - SERTAO CENTRAL,23.008,8ª REGIAO QUIXADA,231140,QUIXERAMOBIM,82.455,,
CE,2.306,5ª MACRO - LITORAL LESTE/JAGUARIBE,23.010,10ª REGIAO LIMOEIRO DO NORTE,231150,QUIXERE,22.432,,
CE,2.310,1ª MACRO - FORTALEZA,23.003,3ª REGIAO MARACANAU,231160,REDENCAO,29.238,,
CE,2.309,2ª MACRO - SOBRAL,23.011,11ª REGIAO SOBRAL,231170,RERIUTABA,18.279,,
CE,2.306,5ª MACRO - LITORAL LESTE/JAGUARIBE,23.009,9ª REGIAO RUSSAS,231180,RUSSAS,79.550,,
CE,2.308,3ª MACRO - CARIRI,23.018,18ª REGIAO IGUATU,231190,SABOEIRO,15.757,,
CE,2.308,3ª MACRO - CARIRI,23.020,20ª REGIAO CRATO,231195,SALITRE,16.714,,
CE,2.309,2ª MACRO - SOBRAL,23.011,11ª REGIAO SOBRAL,231220,SANTA QUITERIA,43.719,,
CE,2.309,2ª MACRO - SOBRAL,23.011,11ª REGIAO SOBRAL,231200,SANTANA DO ACARAU,32.851,,
CE,2.308,3ª MACRO - CARIRI,23.020,20ª REGIAO CRATO,231210,SANTANA DO CARIRI,17.726,,
CE,2.309,2ª MACRO - SOBRAL,23.013,13ª REGIAO TIANGUA,231230,SAO BENEDITO,48.354,,
CE,2.310,1ª MACRO - FORTALEZA,23.002,2ª REGIAO CAUCAIA,231240,SAO GONCALO DO AMARANTE,49.306,,
CE,2.306,5ª MACRO - LITORAL LESTE/JAGUARIBE,23.010,10ª REGIAO LIMOEIRO DO NORTE,231250,SAO JOAO DO JAGUARIBE,7.557,,
CE,2.310,1ª MACRO - FORTALEZA,23.002,2ª REGIAO CAUCAIA,231260,SAO LUIS DO CURU,13.086,,
CE,2.307,4ª MACRO - SERTAO CENTRAL,23.008,8ª REGIAO QUIXADA,231270,SENADOR POMPEU,25.418,,
CE,2.309,2ª MACRO - SOBRAL,23.011,11ª REGIAO SOBRAL,231280,SENADOR SA,7.758,,
CE,2.309,2ª MACRO - SOBRAL,23.011,11ª REGIAO SOBRAL,231290,SOBRAL,212.437,,
CE,2.307,4ª MACRO - SERTAO CENTRAL,23.008,8ª REGIAO QUIXADA,231300,SOLONOPOLE,18.389,,
CE,2.306,5ª MACRO - LITORAL LESTE/JAGUARIBE,23.010,10ª REGIAO LIMOEIRO DO NORTE,231310,TABULEIRO DO NORTE,32.079,,
CE,2.309,2ª MACRO - SOBRAL,23.015,15ª REGIAO CRATEUS,231320,TAMBORIL,26.199,,
CE,2.308,3ª MACRO - CARIRI,23.020,20ª REGIAO CRATO,231325,TARRAFAS,8.555,,
CE,2.307,4ª MACRO - SERTAO CENTRAL,23.014,14ª REGIAO TAUA,231330,TAUA,59.259,,
CE,2.310,1ª MACRO - FORTALEZA,23.002,2ª REGIAO CAUCAIA,231335,TEJUCUOCA,19.551,,
CE,2.309,2ª MACRO - SOBRAL,23.013,13ª REGIAO TIANGUA,231340,TIANGUA,77.111,,
CE,2.310,1ª MACRO - FORTALEZA,23.006,6ª REGIAO ITAPIPOCA,231350,TRAIRI,56.653,,
CE,2.310,1ª MACRO - FORTALEZA,23.006,6ª REGIAO ITAPIPOCA,231355,TURURU,16.588,,
CE,2.309,2ª MACRO - SOBRAL,23.013,13ª REGIAO TIANGUA,231360,UBAJARA,35.295,,
CE,2.308,3ª MACRO - CARIRI,23.017,17ª REGIAO ICO,231370,UMARI,7.740,,
CE,2.310,1ª MACRO - FORTALEZA,23.006,6ª REGIAO ITAPIPOCA,231375,UMIRIM,19.976,,
CE,2.310,1ª MACRO - FORTALEZA,23.006,6ª REGIAO ITAPIPOCA,231380,URUBURETAMA,22.223,,
CE,2.309,2ª MACRO - SOBRAL,23.011,11ª REGIAO SOBRAL,231390,URUOCA,13.988,,
CE,2.309,2ª MACRO - SOBRAL,23.011,11ª REGIAO SOBRAL,231395,VARJOTA,18.520,,
CE,2.308,3ª MACRO - CARIRI,23.020,20ª REGIAO CRATO,231400,VARZEA ALEGRE,41.078,,
CE,2.309,2ª MACRO - SOBRAL,23.013,13ª REGIAO TIANGUA,231410,VICOSA DO CEARA,61.916,,
DF,5.303,MACRORREGIAO DE SAUDE Nº 1,53.003,REGIAO DE SAUDE SUDOESTE,539938,REGIAO ADMINISTRATIVA DA ARNIQUEIRAS,#N/A,,
DF,5.304,MACRORREGIAO DE SAUDE Nº 2,53.006,REGIAO DE SAUDE CENTRAL,539939,REGIAO ADMINISTRATIVA DA ASA NORTE,#N/A,,
DF,5.304,MACRORREGIAO DE SAUDE Nº 2,53.006,REGIAO DE SAUDE CENTRAL,539940,REGIAO ADMINISTRATIVA DA ASA SUL,#N/A,,
DF,5.305,MACRORREGIAO DE SAUDE Nº 3,53.007,REGIAO DE SAUDE NORTE,539936,REGIAO ADMINISTRATIVA DA FERCAL,#N/A,,
DF,5.303,MACRORREGIAO DE SAUDE Nº 1,53.003,REGIAO DE SAUDE SUDOESTE,539901,REGIAO ADMINISTRATIVA DE AGUAS CLARAS,#N/A,,
DF,5.303,MACRORREGIAO DE SAUDE Nº 1,53.002,REGIAO DE SAUDE OESTE,539902,REGIAO ADMINISTRATIVA DE BRAZLANDIA,#N/A,,
DF,5.304,MACRORREGIAO DE SAUDE Nº 2,53.005,REGIAO DE SAUDE CENTRO-SUL,539903,REGIAO ADMINISTRATIVA DE CANDANGOLANDIA,#N/A,,
DF,5.303,MACRORREGIAO DE SAUDE Nº 1,53.002,REGIAO DE SAUDE OESTE,539904,REGIAO ADMINISTRATIVA DE CEILANDIA,#N/A,,
DF,5.305,MACRORREGIAO DE SAUDE Nº 3,53.007,REGIAO DE SAUDE NORTE,539914,REGIAO ADMINISTRATIVA DE PLANALTINA,#N/A,,
DF,5.303,MACRORREGIAO DE SAUDE Nº 1,53.003,REGIAO DE SAUDE SUDOESTE,539915,REGIAO ADMINISTRATIVA DE RECANTO DA EMAS,#N/A,,
DF,5.303,MACRORREGIAO DE SAUDE Nº 1,53.003,REGIAO DE SAUDE SUDOESTE,539918,REGIAO ADMINISTRATIVA DE SAMAMBAIA,#N/A,,
DF,5.304,MACRORREGIAO DE SAUDE Nº 2,53.004,REGIAO DE SAUDE SUL,539919,REGIAO ADMINISTRATIVA DE SANTA MARIA,#N/A,,
DF,5.305,MACRORREGIAO DE SAUDE Nº 3,53.008,REGIAO DE SAUDE LESTE,539920,REGIAO ADMINISTRATIVA DE SAO SEBASTIAO,#N/A,,IBGE 2021
DF,5.304,MACRORREGIAO DE SAUDE Nº 2,53.005,REGIAO DE SAUDE CENTRO-SUL,539933,REGIAO ADMINISTRATIVA DE SCIA (ESTRUTURAL),#N/A,,
DF,5.305,MACRORREGIAO DE SAUDE Nº 3,53.007,REGIAO DE SAUDE NORTE,539921,REGIAO ADMINISTRATIVA DE SOBRADINHO,#N/A,,POP.DF
DF,5.305,MACRORREGIAO DE SAUDE Nº 3,53.007,REGIAO DE SAUDE NORTE,539922,REGIAO ADMINISTRATIVA DE SOBRADINHO II,#N/A,,3.094.325
DF,5.303,MACRORREGIAO DE SAUDE Nº 1,53.003,REGIAO DE SAUDE SUDOESTE,539924,REGIAO ADMINISTRATIVA DE TAGUATINGA,#N/A,,
DF,5.303,MACRORREGIAO DE SAUDE Nº 1,53.003,REGIAO DE SAUDE SUDOESTE,539934,REGIAO ADMINISTRATIVA DE VICENTE PIRES,#N/A,,
DF,5.304,MACRORREGIAO DE SAUDE Nº 2,53.006,REGIAO DE SAUDE CENTRAL,539905,REGIAO ADMINISTRATIVA DO CRUZEIRO,#N/A,,
DF,5.304,MACRORREGIAO DE SAUDE Nº 2,53.004,REGIAO DE SAUDE SUL,539906,REGIAO ADMINISTRATIVA DO GAMA,#N/A,,
DF,5.304,MACRORREGIAO DE SAUDE Nº 2,53.005,REGIAO DE SAUDE CENTRO-SUL,539907,REGIAO ADMINISTRATIVA DO GUARA,#N/A,,
DF,5.305,MACRORREGIAO DE SAUDE Nº 3,53.008,REGIAO DE SAUDE LESTE,539928,REGIAO ADMINISTRATIVA DO ITAPOA,#N/A,,
DF,5.305,MACRORREGIAO DE SAUDE Nº 3,53.008,REGIAO DE SAUDE LESTE,539930,REGIAO ADMINISTRATIVA DO JARDIM BOTANICO,#N/A,,
DF,5.304,MACRORREGIAO DE SAUDE Nº 2,53.006,REGIAO DE SAUDE CENTRAL,539908,REGIAO ADMINISTRATIVA DO LAGO NORTE,#N/A,,
DF,5.304,MACRORREGIAO DE SAUDE Nº 2,53.006,REGIAO DE SAUDE CENTRAL,539909,REGIAO ADMINISTRATIVA DO LAGO SUL,#N/A,,
DF,5.304,MACRORREGIAO DE SAUDE Nº 2,53.005,REGIAO DE SAUDE CENTRO-SUL,539910,REGIAO ADMINISTRATIVA DO NUCLEO BANDEIRANTES,#N/A,,
DF,5.305,MACRORREGIAO DE SAUDE Nº 3,53.008,REGIAO DE SAUDE LESTE,539912,REGIAO ADMINISTRATIVA DO PARANOA,#N/A,,
DF,5.304,MACRORREGIAO DE SAUDE Nº 2,53.005,REGIAO DE SAUDE CENTRO-SUL,539913,REGIAO ADMINISTRATIVA DO PARK WAY,#N/A,,
DF,5.304,MACRORREGIAO DE SAUDE Nº 2,53.005,REGIAO DE SAUDE CENTRO-SUL,539916,REGIAO ADMINISTRATIVA DO RIACHO FUNDO I,#N/A,,
DF,5.304,MACRORREGIAO DE SAUDE Nº 2,53.005,REGIAO DE SAUDE CENTRO-SUL,539917,REGIAO ADMINISTRATIVA DO RIACHO FUNDO II,#N/A,,
DF,5.304,MACRORREGIAO DE SAUDE Nº 2,53.005,REGIAO DE SAUDE CENTRO-SUL,539935,REGIAO ADMINISTRATIVA DO SIA,#N/A,,
DF,5.304,MACRORREGIAO DE SAUDE Nº 2,53.006,REGIAO DE SAUDE CENTRAL,539931,REGIAO ADMINISTRATIVA DO SUDOESTE/OCTOGONAL,#N/A,,
DF,5.304,MACRORREGIAO DE SAUDE Nº 2,53.006,REGIAO DE SAUDE CENTRAL,539925,REGIAO ADMINISTRATIVA DO VARJAO,#N/A,,
ES,3.207,METROPOLITANA,32.002,METROPOLITANA,320010,AFONSO CLAUDIO,30.326,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320016,AGUA DOCE DO NORTE,10.801,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320013,AGUIA BRANCA,9.621,,
ES,3.205,SUL,32.004,SUL,320020,ALEGRE,29.869,,
ES,3.205,SUL,32.004,SUL,320030,ALFREDO CHAVES,14.670,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320035,ALTO RIO NOVO,7.911,,
ES,3.205,SUL,32.004,SUL,320040,ANCHIETA,30.285,,
ES,3.205,SUL,32.004,SUL,320050,APIACA,7.542,,
ES,3.207,METROPOLITANA,32.002,METROPOLITANA,320060,ARACRUZ,104.942,,
ES,3.205,SUL,32.004,SUL,320070,ATILIO VIVACQUA,12.270,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320080,BAIXO GUANDU,31.263,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320090,BARRA DE SAO FRANCISCO,45.301,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320100,BOA ESPERANCA,15.146,,
ES,3.205,SUL,32.004,SUL,320110,BOM JESUS DO NORTE,9.988,,
ES,3.207,METROPOLITANA,32.002,METROPOLITANA,320115,BREJETUBA,12.450,,
ES,3.205,SUL,32.004,SUL,320120,CACHOEIRO DE ITAPEMIRIM,212.172,,
ES,3.207,METROPOLITANA,32.002,METROPOLITANA,320130,CARIACICA,386.495,,
ES,3.205,SUL,32.004,SUL,320140,CASTELO,37.956,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320150,COLATINA,124.283,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320160,CONCEICAO DA BARRA,31.479,,
ES,3.207,METROPOLITANA,32.002,METROPOLITANA,320170,CONCEICAO DO CASTELO,12.887,,
ES,3.205,SUL,32.004,SUL,320180,DIVINO DE SAO LOURENCO,4.236,,
ES,3.207,METROPOLITANA,32.002,METROPOLITANA,320190,DOMINGOS MARTINS,34.120,,
ES,3.205,SUL,32.004,SUL,320200,DORES DO RIO PRETO,6.793,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320210,ECOPORANGA,22.748,,
ES,3.207,METROPOLITANA,32.002,METROPOLITANA,320220,FUNDAO,22.379,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320225,GOVERNADOR LINDENBERG,13.047,,
ES,3.205,SUL,32.004,SUL,320230,GUACUI,31.372,,
ES,3.207,METROPOLITANA,32.002,METROPOLITANA,320240,GUARAPARI,128.504,,
ES,3.207,METROPOLITANA,32.002,METROPOLITANA,320245,IBATIBA,26.762,,
ES,3.207,METROPOLITANA,32.002,METROPOLITANA,320250,IBIRACU,12.701,,
ES,3.205,SUL,32.004,SUL,320255,IBITIRAMA,8.830,,
ES,3.205,SUL,32.004,SUL,320260,ICONHA,14.083,,
ES,3.205,SUL,32.004,SUL,320265,IRUPI,13.672,,
ES,3.207,METROPOLITANA,32.002,METROPOLITANA,320270,ITAGUACU,13.982,,
ES,3.205,SUL,32.004,SUL,320280,ITAPEMIRIM,34.957,,
ES,3.207,METROPOLITANA,32.002,METROPOLITANA,320290,ITARANA,10.433,,
ES,3.205,SUL,32.004,SUL,320300,IUNA,29.417,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320305,JAGUARE,31.589,,
ES,3.205,SUL,32.004,SUL,320310,JERONIMO MONTEIRO,12.336,,
ES,3.207,METROPOLITANA,32.002,METROPOLITANA,320313,JOAO NEIVA,16.774,,
ES,3.207,METROPOLITANA,32.002,METROPOLITANA,320316,LARANJA DA TERRA,10.919,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320320,LINHARES,179.755,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320330,MANTENOPOLIS,15.653,,
ES,3.205,SUL,32.004,SUL,320332,MARATAIZES,39.259,,
ES,3.207,METROPOLITANA,32.002,METROPOLITANA,320334,MARECHAL FLORIANO,17.141,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320335,MARILANDIA,13.091,,
ES,3.205,SUL,32.004,SUL,320340,MIMOSO DO SUL,26.079,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320350,MONTANHA,18.954,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320360,MUCURICI,5.468,,
ES,3.205,SUL,32.004,SUL,320370,MUNIZ FREIRE,17.176,,
ES,3.205,SUL,32.004,SUL,320380,MUQUI,15.602,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320390,NOVA VENECIA,50.751,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320400,PANCAS,23.426,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320405,PEDRO CANARIO,26.575,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320410,PINHEIROS,27.601,,
ES,3.205,SUL,32.004,SUL,320420,PIUMA,22.388,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320425,PONTO BELO,8.016,,
ES,3.205,SUL,32.004,SUL,320430,PRESIDENTE KENNEDY,11.741,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320435,RIO BANANAL,19.398,,
ES,3.205,SUL,32.004,SUL,320440,RIO NOVO DO SUL,11.630,,
ES,3.207,METROPOLITANA,32.002,METROPOLITANA,320450,SANTA LEOPOLDINA,12.171,,
ES,3.207,METROPOLITANA,32.002,METROPOLITANA,320455,SANTA MARIA DE JETIBA,41.588,,
ES,3.207,METROPOLITANA,32.002,METROPOLITANA,320460,SANTA TERESA,23.853,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320465,SAO DOMINGOS DO NORTE,8.735,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320470,SAO GABRIEL DA PALHA,39.085,,
ES,3.205,SUL,32.004,SUL,320480,SAO JOSE DO CALCADO,10.536,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320490,SAO MATEUS,134.629,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320495,SAO ROQUE DO CANAA,12.602,,
ES,3.207,METROPOLITANA,32.002,METROPOLITANA,320500,SERRA,536.765,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320501,SOORETAMA,31.278,,
ES,3.205,SUL,32.004,SUL,320503,VARGEM ALTA,21.778,,
ES,3.207,METROPOLITANA,32.002,METROPOLITANA,320506,VENDA NOVA DO IMIGRANTE,26.204,,
ES,3.207,METROPOLITANA,32.002,METROPOLITANA,320510,VIANA,80.735,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320515,VILA PAVAO,9.280,,
ES,3.209,CENTRAL NORTE,32.005,CENTRAL NORTE,320517,VILA VALERIO,14.065,,
ES,3.207,METROPOLITANA,32.002,METROPOLITANA,320520,VILA VELHA,508.655,,
ES,3.207,METROPOLITANA,32.002,METROPOLITANA,320530,VITORIA,369.534,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,520005,ABADIA DE GOIAS,9.158,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.011,PIRINEUS,520010,ABADIANIA,20.873,,
GO,5.206,MACRORREGIAO SUDOESTE,52.015,SUDOESTE I,520013,ACREUNA,22.710,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.010,OESTE II,520015,ADELANDIA,2.515,,
GO,5.207,MACRORREGIAO NORDESTE,52.003,ENTORNO NORTE,520017,AGUA FRIA DE GOIAS,5.843,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.017,SUL,520020,AGUA LIMPA,1.809,,
GO,5.207,MACRORREGIAO NORDESTE,52.004,ENTORNO SUL,520025,AGUAS LINDAS DE GOIAS,222.850,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.011,PIRINEUS,520030,ALEXANIA,28.360,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.017,SUL,520050,ALOANDIA,1.976,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.014,SERRA DA MESA,520055,ALTO HORIZONTE,6.796,,
GO,5.207,MACRORREGIAO NORDESTE,52.003,ENTORNO NORTE,520060,ALTO PARAISO DE GOIAS,7.751,,
GO,5.207,MACRORREGIAO NORDESTE,52.007,NORDESTE II,520080,ALVORADA DO NORTE,8.749,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.014,SERRA DA MESA,520082,AMARALINA,3.875,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.012,RIO VERMELHO,520085,AMERICANO DO BRASIL,6.220,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.009,OESTE I,520090,AMORINOPOLIS,3.011,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.011,PIRINEUS,520110,ANAPOLIS,396.526,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.005,ESTRADA DE FERRO,520120,ANHANGUERA,1.171,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,520130,ANICUNS,22.113,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,520140,APARECIDA DE GOIANIA,601.844,,
GO,5.206,MACRORREGIAO SUDOESTE,52.015,SUDOESTE I,520145,APARECIDA DO RIO DOCE,2.474,,
GO,5.206,MACRORREGIAO SUDOESTE,52.016,SUDOESTE II,520150,APORE,4.266,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,520160,ARACU,3.450,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.009,OESTE I,520170,ARAGARCAS,20.410,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,520180,ARAGOIANIA,10.680,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.012,RIO VERMELHO,520215,ARAGUAPAZ,7.795,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.009,OESTE I,520235,ARENOPOLIS,2.462,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.012,RIO VERMELHO,520250,ARUANA,10.340,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.010,OESTE II,520260,AURILANDIA,3.000,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,520280,AVELINOPOLIS,2.401,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.009,OESTE I,520310,BALIZA,5.418,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.018,SAO PATRICIO II,520320,BARRO ALTO,11.643,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,520330,BELA VISTA DE GOIAS,31.004,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.009,OESTE I,520340,BOM JARDIM DE GOIAS,8.912,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.017,SUL,520350,BOM JESUS DE GOIAS,26.069,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,520355,BONFINOPOLIS,10.120,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.008,NORTE,520357,BONOPOLIS,4.579,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,520360,BRAZABRANTES,3.812,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.012,RIO VERMELHO,520380,BRITANIA,5.815,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.017,SUL,520390,BURITI ALEGRE,9.515,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.010,OESTE II,520393,BURITI DE GOIAS,2.464,,
GO,5.207,MACRORREGIAO NORDESTE,52.007,NORDESTE II,520396,BURITINOPOLIS,3.272,,
GO,5.207,MACRORREGIAO NORDESTE,52.003,ENTORNO NORTE,520400,CABECEIRAS,8.098,,
GO,5.206,MACRORREGIAO SUDOESTE,52.015,SUDOESTE I,520410,CACHOEIRA ALTA,12.843,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.010,OESTE II,520420,CACHOEIRA DE GOIAS,1.336,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.017,SUL,520425,CACHOEIRA DOURADA,7.997,,
GO,5.206,MACRORREGIAO SUDOESTE,52.015,SUDOESTE I,520430,CACU,16.525,,
GO,5.206,MACRORREGIAO SUDOESTE,52.016,SUDOESTE II,520440,CAIAPONIA,19.304,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.005,ESTRADA DE FERRO,520450,CALDAS NOVAS,95.183,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,520455,CALDAZINHA,3.900,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,520460,CAMPESTRE DE GOIAS,3.662,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.008,NORTE,520465,CAMPINACU,3.628,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.014,SERRA DA MESA,520470,CAMPINORTE,12.880,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.005,ESTRADA DE FERRO,520480,CAMPO ALEGRE DE GOIAS,7.884,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.011,PIRINEUS,520485,CAMPO LIMPO DE GOIAS,8.087,,
GO,5.207,MACRORREGIAO NORDESTE,52.006,NORDESTE I,520490,CAMPOS BELOS,20.124,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.013,SAO PATRICIO I,520495,CAMPOS VERDES,1.526,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.013,SAO PATRICIO I,520500,CARMO DO RIO VERDE,10.299,,
GO,5.206,MACRORREGIAO SUDOESTE,52.015,SUDOESTE I,520505,CASTELANDIA,3.380,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.005,ESTRADA DE FERRO,520510,CATALAO,113.091,,
