SG_UF,CO_MACRORREGIONAL,NO_MACRORREGIONAL,CO_CIR,NO_CIR_PADRAO,CO_MUNICIPIO_IBGE,NO_MUNICIPIO,POP2021,,obs
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.008,MEIO OESTE,420920,LACERDOPOLIS,2.248,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.013,SERRA CATARINENSE,420930,LAGES,157.158,,
SC,4.210,SUL,42.016,LAGUNA,420940,LAGUNA,46.424,,
SC,4.213,GRANDE OESTE,42.003,XANXERE,420945,LAJEADO GRANDE,1.408,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,420950,LAURENTINO,7.154,,
SC,4.210,SUL,42.015,CARBONIFERA,420960,LAURO MULLER,15.380,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.009,ALTO VALE DO RIO DO PEIXE,420970,LEBON REGIS,12.122,,
SC,4.214,GRANDE FLORIANOPOLIS,42.007,GRANDE FLORIANOPOLIS,420980,LEOBERTO LEAL,2.960,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.010,ALTO URUGUAI CATARINENSE,420985,LINDOIA DO SUL,4.530,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,420990,LONTRAS,12.497,,
SC,4.215,FOZ DO RIO ITAJAI,42.005,FOZ DO RIO ITAJAI,421000,LUIZ ALVES,13.347,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.008,MEIO OESTE,421003,LUZERNA,5.683,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.009,ALTO VALE DO RIO DO PEIXE,421005,MACIEIRA,1.757,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.012,PLANALTO NORTE,421010,MAFRA,56.825,,
SC,4.214,GRANDE FLORIANOPOLIS,42.007,GRANDE FLORIANOPOLIS,421020,MAJOR GERCINO,3.465,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.012,PLANALTO NORTE,421030,MAJOR VIEIRA,8.209,,
SC,4.210,SUL,42.014,EXTREMO SUL CATARINENSE,421040,MARACAJA,7.461,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,421050,MARAVILHA,26.463,,
SC,4.213,GRANDE OESTE,42.003,XANXERE,421055,MAREMA,1.703,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.017,VALE DO ITAPOCU,421060,MASSARANDUBA,17.330,,Ajustado_Nov.2021
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.009,ALTO VALE DO RIO DO PEIXE,421070,MATOS COSTA,2.442,,
SC,4.210,SUL,42.014,EXTREMO SUL CATARINENSE,421080,MELEIRO,6.989,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,421085,MIRIM DOCE,2.257,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,421090,MODELO,4.227,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,421100,MONDAI,12.034,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.008,MEIO OESTE,421105,MONTE CARLO,9.945,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.012,PLANALTO NORTE,421110,MONTE CASTELO,8.263,,
SC,4.210,SUL,42.015,CARBONIFERA,421120,MORRO DA FUMACA,18.095,,
SC,4.210,SUL,42.014,EXTREMO SUL CATARINENSE,421125,MORRO GRANDE,2.884,,
SC,4.215,FOZ DO RIO ITAJAI,42.005,FOZ DO RIO ITAJAI,421130,NAVEGANTES,85.734,,
SC,4.213,GRANDE OESTE,42.002,OESTE,421140,NOVA ERECHIM,5.163,,
SC,4.213,GRANDE OESTE,42.002,OESTE,421145,NOVA ITABERABA,4.327,,
SC,4.214,GRANDE FLORIANOPOLIS,42.007,GRANDE FLORIANOPOLIS,421150,NOVA TRENTO,15.010,,
SC,4.210,SUL,42.015,CARBONIFERA,421160,NOVA VENEZA,15.515,,
SC,4.213,GRANDE OESTE,42.003,XANXERE,421165,NOVO HORIZONTE,2.366,,
SC,4.210,SUL,42.015,CARBONIFERA,421170,ORLEANS,23.161,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.013,SERRA CATARINENSE,421175,OTACILIO COSTA,19.201,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.008,MEIO OESTE,421180,OURO,7.251,,
SC,4.213,GRANDE OESTE,42.003,XANXERE,421185,OURO VERDE,2.197,,
SC,4.213,GRANDE OESTE,42.002,OESTE,421187,PAIAL,1.444,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.013,SERRA CATARINENSE,421189,PAINEL,2.352,,
SC,4.214,GRANDE FLORIANOPOLIS,42.007,GRANDE FLORIANOPOLIS,421190,PALHOCA,178.679,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,421200,PALMA SOLA,7.321,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.013,SERRA CATARINENSE,421205,PALMEIRA,2.673,,
SC,4.213,GRANDE OESTE,42.002,OESTE,421210,PALMITOS,16.144,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.012,PLANALTO NORTE,421220,PAPANDUVA,19.521,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,421223,PARAISO,3.284,,
SC,4.210,SUL,42.014,EXTREMO SUL CATARINENSE,421225,PASSO DE TORRES,9.269,,
SC,4.213,GRANDE OESTE,42.003,XANXERE,421227,PASSOS MAIA,4.072,,
SC,4.214,GRANDE FLORIANOPOLIS,42.007,GRANDE FLORIANOPOLIS,421230,PAULO LOPES,7.642,,
SC,4.210,SUL,42.016,LAGUNA,421240,PEDRAS GRANDES,3.931,,
SC,4.215,FOZ DO RIO ITAJAI,42.005,FOZ DO RIO ITAJAI,421250,PENHA,34.022,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.010,ALTO URUGUAI CATARINENSE,421260,PERITIBA,2.733,,
SC,4.210,SUL,42.016,LAGUNA,421265,PESCARIA BRAVA,10.225,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,421270,PETROLANDIA,5.873,,
SC,4.213,GRANDE OESTE,42.002,OESTE,421290,PINHALZINHO,21.103,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.009,ALTO VALE DO RIO DO PEIXE,421300,PINHEIRO PRETO,3.635,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.010,ALTO URUGUAI CATARINENSE,421310,PIRATUBA,3.637,,
SC,4.213,GRANDE OESTE,42.002,OESTE,421315,PLANALTO ALEGRE,2.907,,
SC,4.216,ALTO VALE DO ITAJAI,42.006,MEDIO VALE DO ITAJAI,421320,POMERODE,34.561,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.013,SERRA CATARINENSE,421330,PONTE ALTA,4.619,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.009,ALTO VALE DO RIO DO PEIXE,421335,PONTE ALTA DO NORTE,3.426,,
SC,4.213,GRANDE OESTE,42.003,XANXERE,421340,PONTE SERRADA,11.674,,
SC,4.215,FOZ DO RIO ITAJAI,42.005,FOZ DO RIO ITAJAI,421350,PORTO BELO,22.466,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.012,PLANALTO NORTE,421360,PORTO UNIAO,35.685,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,421370,POUSO REDONDO,17.965,,
SC,4.210,SUL,42.014,EXTREMO SUL CATARINENSE,421380,PRAIA GRANDE,7.305,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.010,ALTO URUGUAI CATARINENSE,421390,PRESIDENTE CASTELLO BRANCO,1.526,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,421400,PRESIDENTE GETULIO,17.973,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,421410,PRESIDENTE NEREU,2.279,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,421415,PRINCESA,2.950,,
SC,4.213,GRANDE OESTE,42.002,OESTE,421420,QUILOMBO,9.773,,
SC,4.214,GRANDE FLORIANOPOLIS,42.007,GRANDE FLORIANOPOLIS,421430,RANCHO QUEIMADO,2.897,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.009,ALTO VALE DO RIO DO PEIXE,421440,RIO DAS ANTAS,6.199,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,421450,RIO DO CAMPO,5.864,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,421460,RIO DO OESTE,7.552,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,421480,RIO DO SUL,72.931,,
SC,4.216,ALTO VALE DO ITAJAI,42.006,MEDIO VALE DO ITAJAI,421470,RIO DOS CEDROS,11.937,,
SC,4.210,SUL,42.016,LAGUNA,421490,RIO FORTUNA,4.630,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.012,PLANALTO NORTE,421500,RIO NEGRINHO,42.684,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.013,SERRA CATARINENSE,421505,RIO RUFINO,2.484,,
SC,4.213,GRANDE OESTE,42.002,OESTE,421507,RIQUEZA,4.525,,
SC,4.216,ALTO VALE DO ITAJAI,42.006,MEDIO VALE DO ITAJAI,421510,RODEIO,11.647,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,421520,ROMELANDIA,4.584,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,421530,SALETE,7.674,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,421535,SALTINHO,3.727,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.009,ALTO VALE DO RIO DO PEIXE,421540,SALTO VELOSO,4.792,,
SC,4.210,SUL,42.016,LAGUNA,421545,SANGAO,13.128,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.009,ALTO VALE DO RIO DO PEIXE,421550,SANTA CECILIA,17.004,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,421555,SANTA HELENA,2.178,,
SC,4.210,SUL,42.016,LAGUNA,421560,SANTA ROSA DE LIMA,2.151,,
SC,4.210,SUL,42.014,EXTREMO SUL CATARINENSE,421565,SANTA ROSA DO SUL,8.397,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,421567,SANTA TEREZINHA,8.760,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,421568,SANTA TEREZINHA DO PROGRESSO,2.317,,
SC,4.213,GRANDE OESTE,42.002,OESTE,421569,SANTIAGO DO SUL,1.211,,
SC,4.214,GRANDE FLORIANOPOLIS,42.007,GRANDE FLORIANOPOLIS,421570,SANTO AMARO DA IMPERATRIZ,23.907,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.012,PLANALTO NORTE,421580,SAO BENTO DO SUL,86.317,,
SC,4.213,GRANDE OESTE,42.003,XANXERE,421575,SAO BERNARDINO,2.239,,
SC,4.214,GRANDE FLORIANOPOLIS,42.007,GRANDE FLORIANOPOLIS,421590,SAO BONIFACIO,2.791,,
SC,4.213,GRANDE OESTE,42.002,OESTE,421600,SAO CARLOS,11.456,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.009,ALTO VALE DO RIO DO PEIXE,421605,SAO CRISTOVAO DO SUL,5.646,,
SC,4.213,GRANDE OESTE,42.003,XANXERE,421610,SAO DOMINGOS,9.422,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.011,NORDESTE,421620,SAO FRANCISCO DO SUL,54.751,,
SC,4.214,GRANDE FLORIANOPOLIS,42.007,GRANDE FLORIANOPOLIS,421630,SAO JOAO BATISTA,39.719,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.017,VALE DO ITAPOCU,421635,SAO JOAO DO ITAPERIU,3.784,,Ajustado_Nov.2021
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,421625,SAO JOAO DO OESTE,6.423,,
SC,4.210,SUL,42.014,EXTREMO SUL CATARINENSE,421640,SAO JOAO DO SUL,7.332,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.013,SERRA CATARINENSE,421650,SAO JOAQUIM,27.322,,
SC,4.214,GRANDE FLORIANOPOLIS,42.007,GRANDE FLORIANOPOLIS,421660,SAO JOSE,253.705,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,421670,SAO JOSE DO CEDRO,13.811,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.013,SERRA CATARINENSE,421680,SAO JOSE DO CERRITO,8.054,,
SC,4.213,GRANDE OESTE,42.003,XANXERE,421690,SAO LOURENCO DO OESTE,24.501,,
SC,4.210,SUL,42.016,LAGUNA,421700,SAO LUDGERO,13.886,,
SC,4.210,SUL,42.016,LAGUNA,421710,SAO MARTINHO,3.162,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,421715,SAO MIGUEL DA BOA VISTA,1.794,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,421720,SAO MIGUEL DO OESTE,41.246,,
SC,4.214,GRANDE FLORIANOPOLIS,42.007,GRANDE FLORIANOPOLIS,421725,SAO PEDRO DE ALCANTARA,6.046,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,421730,SAUDADES,9.874,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.017,VALE DO ITAPOCU,421740,SCHROEDER,22.605,,Ajustado_Nov.2021
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.010,ALTO URUGUAI CATARINENSE,421750,SEARA,17.610,,
SC,4.213,GRANDE OESTE,42.002,OESTE,421755,SERRA ALTA,3.249,,
SC,4.210,SUL,42.015,CARBONIFERA,421760,SIDEROPOLIS,14.176,,
SC,4.210,SUL,42.014,EXTREMO SUL CATARINENSE,421770,SOMBRIO,31.084,,
SC,4.213,GRANDE OESTE,42.002,OESTE,421775,SUL BRASIL,2.386,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,421780,TAIO,18.576,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.009,ALTO VALE DO RIO DO PEIXE,421790,TANGARA,8.648,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,421795,TIGRINHOS,1.606,,
SC,4.214,GRANDE FLORIANOPOLIS,42.007,GRANDE FLORIANOPOLIS,421800,TIJUCAS,39.889,,
SC,4.210,SUL,42.014,EXTREMO SUL CATARINENSE,421810,TIMBE DO SUL,5.338,,
SC,4.216,ALTO VALE DO ITAJAI,42.006,MEDIO VALE DO ITAJAI,421820,TIMBO,45.703,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.009,ALTO VALE DO RIO DO PEIXE,421825,TIMBO GRANDE,8.003,,
SC,4.211,PLANALTO NORTE E NORDESTE,42.012,PLANALTO NORTE,421830,TRES BARRAS,19.455,,
SC,4.210,SUL,42.015,CARBONIFERA,421835,TREVISO,4.002,,
SC,4.210,SUL,42.016,LAGUNA,421840,TREZE DE MAIO,7.104,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.008,MEIO OESTE,421850,TREZE TILIAS,8.138,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,421860,TROMBUDO CENTRAL,7.506,,
SC,4.210,SUL,42.016,LAGUNA,421870,TUBARAO,107.143,,
SC,4.213,GRANDE OESTE,42.001,EXTREMO OESTE,421875,TUNAPOLIS,4.507,,
SC,4.210,SUL,42.014,EXTREMO SUL CATARINENSE,421880,TURVO,13.080,,
SC,4.213,GRANDE OESTE,42.002,OESTE,421885,UNIAO DO OESTE,2.364,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.013,SERRA CATARINENSE,421890,URUBICI,11.311,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.013,SERRA CATARINENSE,421895,URUPEMA,2.453,,
SC,4.210,SUL,42.015,CARBONIFERA,421900,URUSSANGA,21.419,,
SC,4.213,GRANDE OESTE,42.003,XANXERE,421910,VARGEAO,3.569,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.008,MEIO OESTE,421915,VARGEM,2.387,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.008,MEIO OESTE,421917,VARGEM BONITA,4.411,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,421920,VIDAL RAMOS,6.321,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.009,ALTO VALE DO RIO DO PEIXE,421930,VIDEIRA,54.145,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,421935,VITOR MEIRELES,4.907,,
SC,4.216,ALTO VALE DO ITAJAI,42.004,ALTO VALE DO ITAJAI,421940,WITMARSUM,4.032,,
SC,4.213,GRANDE OESTE,42.003,XANXERE,421950,XANXERE,52.290,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.010,ALTO URUGUAI CATARINENSE,421960,XAVANTINA,3.873,,
SC,4.213,GRANDE OESTE,42.003,XANXERE,421970,XAXIM,29.254,,
SC,4.212,MEIO OESTE E SERRA CATARINENSE,42.008,MEIO OESTE,421985,ZORTEA,3.432,,
SE,2.801,MACRO UNICA,28.007,PROPRIA,280010,AMPARO DE SAO FRANCISCO,2.386,,
SE,2.801,MACRO UNICA,28.007,PROPRIA,280020,AQUIDABA,21.796,,
SE,2.801,MACRO UNICA,28.001,ARACAJU,280030,ARACAJU,672.614,,
SE,2.801,MACRO UNICA,28.002,ESTANCIA,280040,ARAUA,9.840,,
SE,2.801,MACRO UNICA,28.003,ITABAIANA,280050,AREIA BRANCA,18.825,,
SE,2.801,MACRO UNICA,28.001,ARACAJU,280060,BARRA DOS COQUEIROS,31.439,,
SE,2.801,MACRO UNICA,28.002,ESTANCIA,280067,BOQUIM,26.980,,
SE,2.801,MACRO UNICA,28.007,PROPRIA,280070,BREJO GRANDE,8.396,,
SE,2.801,MACRO UNICA,28.003,ITABAIANA,280100,CAMPO DO BRITO,18.325,,
SE,2.801,MACRO UNICA,28.007,PROPRIA,280110,CANHOBA,4.003,,
SE,2.801,MACRO UNICA,28.005,NOSSA SENHORA DA GLORIA,280120,CANINDE DE SAO FRANCISCO,30.894,,
SE,2.801,MACRO UNICA,28.006,NOSSA SENHORA DO SOCORRO,280130,CAPELA,34.808,,
SE,2.801,MACRO UNICA,28.003,ITABAIANA,280140,CARIRA,22.393,,
SE,2.801,MACRO UNICA,28.006,NOSSA SENHORA DO SOCORRO,280150,CARMOPOLIS,17.232,,
SE,2.801,MACRO UNICA,28.007,PROPRIA,280160,CEDRO DE SAO JOAO,5.929,,
SE,2.801,MACRO UNICA,28.002,ESTANCIA,280170,CRISTINAPOLIS,18.181,,
SE,2.801,MACRO UNICA,28.006,NOSSA SENHORA DO SOCORRO,280190,CUMBE,4.008,,
SE,2.801,MACRO UNICA,28.001,ARACAJU,280200,DIVINA PASTORA,5.290,,
SE,2.801,MACRO UNICA,28.002,ESTANCIA,280210,ESTANCIA,69.919,,
SE,2.801,MACRO UNICA,28.005,NOSSA SENHORA DA GLORIA,280220,FEIRA NOVA,5.617,,
SE,2.801,MACRO UNICA,28.003,ITABAIANA,280230,FREI PAULO,15.688,,
SE,2.801,MACRO UNICA,28.005,NOSSA SENHORA DA GLORIA,280240,GARARU,11.599,,
SE,2.801,MACRO UNICA,28.006,NOSSA SENHORA DO SOCORRO,280250,GENERAL MAYNARD,3.421,,
SE,2.801,MACRO UNICA,28.005,NOSSA SENHORA DA GLORIA,280260,GRACHO CARDOSO,5.831,,
SE,2.801,MACRO UNICA,28.007,PROPRIA,280270,ILHA DAS FLORES,8.522,,
SE,2.801,MACRO UNICA,28.002,ESTANCIA,280280,INDIAROBA,18.337,,
SE,2.801,MACRO UNICA,28.003,ITABAIANA,280290,ITABAIANA,96.839,,
SE,2.801,MACRO UNICA,28.002,ESTANCIA,280300,ITABAIANINHA,42.399,,
SE,2.801,MACRO UNICA,28.005,NOSSA SENHORA DA GLORIA,280310,ITABI,4.869,,
SE,2.801,MACRO UNICA,28.001,ARACAJU,280320,ITAPORANGA D'AJUDA,35.054,,
SE,2.801,MACRO UNICA,28.006,NOSSA SENHORA DO SOCORRO,280330,JAPARATUBA,19.067,,
SE,2.801,MACRO UNICA,28.007,PROPRIA,280340,JAPOATA,13.422,,
SE,2.801,MACRO UNICA,28.004,LAGARTO,280350,LAGARTO,106.015,,
SE,2.801,MACRO UNICA,28.001,ARACAJU,280360,LARANJEIRAS,30.327,,
SE,2.801,MACRO UNICA,28.003,ITABAIANA,280370,MACAMBIRA,7.002,,
SE,2.801,MACRO UNICA,28.007,PROPRIA,280380,MALHADA DOS BOIS,3.715,,
SE,2.801,MACRO UNICA,28.003,ITABAIANA,280390,MALHADOR,12.689,,
SE,2.801,MACRO UNICA,28.006,NOSSA SENHORA DO SOCORRO,280400,MARUIM,17.328,,
SE,2.801,MACRO UNICA,28.003,ITABAIANA,280410,MOITA BONITA,11.361,,
SE,2.801,MACRO UNICA,28.005,NOSSA SENHORA DA GLORIA,280420,MONTE ALEGRE DE SERGIPE,15.315,,
SE,2.801,MACRO UNICA,28.007,PROPRIA,280430,MURIBECA,7.653,,
SE,2.801,MACRO UNICA,28.007,PROPRIA,280440,NEOPOLIS,18.688,,
SE,2.801,MACRO UNICA,28.003,ITABAIANA,280445,NOSSA SENHORA APARECIDA,8.822,,
SE,2.801,MACRO UNICA,28.005,NOSSA SENHORA DA GLORIA,280450,NOSSA SENHORA DA GLORIA,37.715,,
SE,2.801,MACRO UNICA,28.006,NOSSA SENHORA DO SOCORRO,280460,NOSSA SENHORA DAS DORES,26.957,,
SE,2.801,MACRO UNICA,28.007,PROPRIA,280470,NOSSA SENHORA DE LOURDES,6.509,,
SE,2.801,MACRO UNICA,28.006,NOSSA SENHORA DO SOCORRO,280480,NOSSA SENHORA DO SOCORRO,187.733,,
SE,2.801,MACRO UNICA,28.007,PROPRIA,280490,PACATUBA,14.650,,
SE,2.801,MACRO UNICA,28.003,ITABAIANA,280500,PEDRA MOLE,3.309,,
SE,2.801,MACRO UNICA,28.002,ESTANCIA,280510,PEDRINHAS,9.727,,
SE,2.801,MACRO UNICA,28.003,ITABAIANA,280520,PINHAO,6.678,,
SE,2.801,MACRO UNICA,28.006,NOSSA SENHORA DO SOCORRO,280530,PIRAMBU,9.436,,
SE,2.801,MACRO UNICA,28.005,NOSSA SENHORA DA GLORIA,280540,POCO REDONDO,35.461,,
SE,2.801,MACRO UNICA,28.004,LAGARTO,280550,POCO VERDE,24.003,,
SE,2.801,MACRO UNICA,28.005,NOSSA SENHORA DA GLORIA,280560,PORTO DA FOLHA,28.788,,
SE,2.801,MACRO UNICA,28.007,PROPRIA,280570,PROPRIA,29.756,,
SE,2.801,MACRO UNICA,28.004,LAGARTO,280580,RIACHAO DO DANTAS,19.813,,
SE,2.801,MACRO UNICA,28.001,ARACAJU,280590,RIACHUELO,10.354,,
SE,2.801,MACRO UNICA,28.003,ITABAIANA,280600,RIBEIROPOLIS,18.891,,
SE,2.801,MACRO UNICA,28.006,NOSSA SENHORA DO SOCORRO,280610,ROSARIO DO CATETE,11.158,,
SE,2.801,MACRO UNICA,28.004,LAGARTO,280620,SALGADO,20.051,,
SE,2.801,MACRO UNICA,28.002,ESTANCIA,280630,SANTA LUZIA DO ITANHY,14.205,,
SE,2.801,MACRO UNICA,28.001,ARACAJU,280650,SANTA ROSA DE LIMA,3.933,,
SE,2.801,MACRO UNICA,28.007,PROPRIA,280640,SANTANA DO SAO FRANCISCO,7.906,,
SE,2.801,MACRO UNICA,28.006,NOSSA SENHORA DO SOCORRO,280660,SANTO AMARO DAS BROTAS,12.200,,
SE,2.801,MACRO UNICA,28.001,ARACAJU,280670,SAO CRISTOVAO,92.090,,
SE,2.801,MACRO UNICA,28.003,ITABAIANA,280680,SAO DOMINGOS,11.276,,
SE,2.801,MACRO UNICA,28.007,PROPRIA,280690,SAO FRANCISCO,3.837,,
SE,2.801,MACRO UNICA,28.003,ITABAIANA,280700,SAO MIGUEL DO ALEIXO,3.964,,
SE,2.801,MACRO UNICA,28.004,LAGARTO,280710,SIMAO DIAS,40.724,,
SE,2.801,MACRO UNICA,28.006,NOSSA SENHORA DO SOCORRO,280720,SIRIRI,9.046,,
SE,2.801,MACRO UNICA,28.007,PROPRIA,280730,TELHA,3.271,,
SE,2.801,MACRO UNICA,28.004,LAGARTO,280740,TOBIAS BARRETO,52.861,,
SE,2.801,MACRO UNICA,28.002,ESTANCIA,280750,TOMAR DO GERU,13.534,,
SE,2.801,MACRO UNICA,28.002,ESTANCIA,280760,UMBAUBA,25.800,,
SP,3.533,RRAS10,35.091,ADAMANTINA,350010,ADAMANTINA,35.153,,
SP,3.531,RRAS12,35.156,JOSE BONIFACIO,350020,ADOLFO,3.545,,
SP,3.528,RRAS15,35.142,MANTIQUEIRA,350030,AGUAI,36.981,,
SP,3.528,RRAS15,35.142,MANTIQUEIRA,350040,AGUAS DA PRATA,8.262,,
SP,3.528,RRAS15,35.074,CIRCUITO DAS AGUAS,350050,AGUAS DE LINDOIA,18.908,,
SP,3.518,RRAS9,35.061,VALE DO JURUMIRIM,350055,AGUAS DE SANTA BARBARA,6.142,,
SP,3.529,RRAS14,35.103,PIRACICABA,350060,AGUAS DE SAO PEDRO,3.588,,
SP,3.518,RRAS9,35.062,BAURU,350070,AGUDOS,37.582,,
SP,3.519,RRAS8,35.161,ITAPETININGA,350075,ALAMBARI,6.231,,
SP,3.532,RRAS11,35.112,ALTA SOROCABANA,350080,ALFREDO MARCONDES,4.201,,
SP,3.530,RRAS13,35.051,NORTE - BARRETOS,350090,ALTAIR,4.211,,
SP,3.530,RRAS13,35.133,VALE DAS CACHOEIRAS,350100,ALTINOPOLIS,16.221,,
SP,3.531,RRAS12,35.023,CONSORCIOS DO DRS II,350110,ALTO ALEGRE,4.078,,
SP,3.519,RRAS8,35.163,SOROCABA,350115,ALUMINIO,18.903,,
SP,3.531,RRAS12,35.157,VOTUPORANGA,350120,ALVARES FLORENCE,3.616,,
SP,3.532,RRAS11,35.112,ALTA SOROCABANA,350130,ALVARES MACHADO,25.078,,
SP,3.533,RRAS10,35.093,MARILIA,350140,ALVARO DE CARVALHO,5.320,,
SP,3.533,RRAS10,35.093,MARILIA,350150,ALVINLANDIA,3.251,,
SP,3.528,RRAS15,35.072,REGIAO METROPOLITANA DE CAMPINAS,350160,AMERICANA,244.370,,
SP,3.530,RRAS13,35.031,CENTRAL DO DRS III,350170,AMERICO BRASILIENSE,41.545,,
SP,3.531,RRAS12,35.157,VOTUPORANGA,350180,AMERICO DE CAMPOS,5.993,,
SP,3.528,RRAS15,35.074,CIRCUITO DAS AGUAS,350190,AMPARO,73.145,,
SP,3.529,RRAS14,35.104,RIO CLARO,350200,ANALANDIA,5.115,,
SP,3.531,RRAS12,35.022,LAGOS DO DRS II,350210,ANDRADINA,57.245,,
SP,3.519,RRAS8,35.161,ITAPETININGA,350220,ANGATUBA,25.724,,
SP,3.518,RRAS9,35.063,POLO CUESTA,350230,ANHEMBI,6.911,,
SP,3.532,RRAS11,35.112,ALTA SOROCABANA,350240,ANHUMAS,4.172,,
SP,3.526,RRAS17,35.172,CIRCUITO DA FE E VALE HISTORICO,350250,APARECIDA,36.211,,
SP,3.531,RRAS12,35.153,JALES,350260,APARECIDA D'OESTE,4.122,,
SP,3.519,RRAS8,35.162,ITAPEVA,350270,APIAI,24.081,,
SP,3.519,RRAS8,35.163,SOROCABA,350275,ARACARIGUAMA,23.343,,
